is_cylinder,layer_id,indep,d_utheta_abs,d_uphi_abs,dnt_utheta_abs,dnt_uphi_abs
True,0,-488.5449760324896,2.5941809710825097,7.300572013026321,0.0018154459314135621,0.004413741036948102
True,0,-483.6349775271044,1.6178607679319328,4.883312074224478,0.0007632368561441024,0.004126489065626357
True,0,-478.72497902171926,1.2797503487558395,3.8252567626573137,0.000922800849885756,0.004457891621543594
True,0,-473.8149805163341,1.164530902779204,3.4707596808117622,0.0006036086088724009,0.0029165100948406186
True,0,-468.9049820109489,1.1776690151527147,3.4051305684930515,0.0006288512514930571,0.00286293897870159
True,0,-463.9949835055637,1.1099076483664965,3.260261258042103,0.0005069568300395199,0.0027950461971638146
True,0,-459.08498500017856,1.1763435383457255,3.2217266717366217,0.0006392081491638587,0.00281813149348978
True,0,-454.1749864947934,1.0814341825854412,3.1673319545784726,0.0005559472104938668,0.002615539556577583
True,0,-449.26498798940827,1.1308068158521702,3.1951235106605,0.0006774599323187174,0.0031706755716551555
True,0,-444.35498948402306,1.0998461511572812,3.0595585861284436,0.0006375825714724413,0.002973128239207039
True,0,-439.44499097863786,1.1445978842076165,3.047105060722097,0.0006199642254620822,0.002701291702682589
True,0,-434.5349924732527,1.1452928142862264,3.1416423331583565,0.0006853518667403858,0.0029163898419883563
True,0,-429.62499396786757,1.1169371036451374,2.9384563533792223,0.0007779299853025595,0.0029139132583026633
True,0,-424.7149954624824,0.9526226549949915,2.6058069723890123,0.0008359994605009257,0.0032244121357174285
True,0,-419.8049969570972,0.9854862300116283,2.5726237581415323,0.0010445085177548813,0.0037228349440857787
True,0,-414.894998451712,1.0642292458168832,2.7468862173785014,0.0007430216250414162,0.0029110840103026376
True,0,-409.98499994632687,1.1408768653512529,2.90341802050742,0.0007546954016973395,0.003242857060003761
True,0,-405.0750014409417,1.146112638889311,2.852684494317787,0.0007492722429197066,0.002909958118370887
True,0,-400.1650029355566,1.157978886498825,2.949222033973349,0.0007651856804241621,0.003218768709951611
True,0,-395.2550044301713,1.1760694035888068,2.9087187754910846,0.000854863265276612,0.003123724395333916
True,0,-390.34500592478616,1.1845812225786632,2.9192218286466347,0.0009179029102896101,0.003494187157483158
True,0,-385.435007419401,1.2495635331140231,3.0250211445256023,0.000843429681236334,0.0032724853924051387
True,0,-380.52500891401587,1.2713465633622876,3.046210409386858,0.0006182109908762477,0.0030241241031980703
True,0,-375.61501040863067,1.2493213998418624,2.9420604178021863,0.0006837862735039895,0.002877881729131085
True,0,-370.70501190324546,1.2639312734145618,2.9772369982392863,0.0007744141158270508,0.0033105991373609148
True,0,-365.7950133978603,1.2468803505656496,2.9416615873101706,0.0007579648344779058,0.002976790510031505
True,0,-360.88501489247517,1.252013610133259,2.9516344585522702,0.0006500445083481831,0.0029302123534459506
True,0,-355.97501638709,1.391342287137075,3.0983861910428274,0.0016091554911214932,0.003805685848415624
True,0,-351.0650178817048,1.7958155074792925,3.3873825530343953,0.003174261043234144,0.0056495617342775814
True,0,-346.1550193763196,1.4727300172466091,3.1235844674907205,0.00179768455640814,0.00445023486376473
True,0,-341.24502087093447,1.42904604102385,3.0425026829849027,0.001174414651286957,0.003986366673624288
True,0,-336.3350223655493,1.344156415681104,2.8108164008120986,0.0009203605068816592,0.0033565493559710494
True,0,-331.4250238601642,1.2943466061277342,2.760634949633369,0.0010523175814577002,0.0031614597508309323
True,0,-326.5150253547789,1.2069277982887001,2.575139190968737,0.0008987004686591054,0.003440442028564328
True,0,-321.60502684939377,1.0429911072145783,2.1215199849050506,0.0008670137087890408,0.003308459579163006
True,0,-316.6950283440086,0.8448853319643566,1.6902453403169684,0.0009749854404229122,0.0035174409492652213
True,0,-311.7850298386235,0.6790055372212414,1.368023872168018,0.0009546787584284618,0.003135822722530741
True,0,-306.8750313332383,0.6065175770857865,1.2080017026054048,0.0010429542103323078,0.0030002353779975655
True,0,-301.96503282785307,0.5864204338478919,1.1408811452792376,0.0010245637021841893,0.0028163050090409102
True,0,-297.0550343224679,0.5734829207570304,1.0848917559550604,0.0010615732813119528,0.0026470818260087583
True,0,-292.14503581708277,0.5731294783875758,1.0728353583996653,0.0010623916974486565,0.002641073107191709
True,0,-287.2350373116976,0.5742729485412217,1.0690053283544407,0.002264744422885026,0.0034247072160322224
True,0,-282.3250388063125,0.5164877733515024,0.951725353262014,0.004519657399318495,0.003300380551885225
True,0,-277.4150403009272,0.549358892953148,0.9779666470199477,0.003686462654746226,0.0033814387896710244
True,0,-272.50504179554207,0.5610481411909067,1.0045377684383023,0.0021584911269950423,0.002892977444196746
True,0,-267.5950432901569,0.5841824427038512,0.9991173256863399,0.0017664832651949223,0.0027851085055319545
True,0,-262.6850447847718,0.5858292613966175,0.9909077370339262,0.0015728870690316353,0.002681271204564819
True,0,-257.7750462793866,0.5995725405187899,1.001467575960535,0.0012186365010994611,0.002622372518525152
True,0,-252.86504777400143,0.6059359876485229,0.9958855073539424,0.0011514337554037021,0.002563746249519794
True,0,-247.95504926861622,0.6155424646396742,0.9765468500074476,0.0011655184312598782,0.002590785539519325
True,0,-243.04505076323107,0.6179883219793243,0.9641586411008507,0.0012035790480262336,0.0025984773031404746
True,0,-238.13505225784587,0.6197038843770233,0.9493235128130048,0.0012225215588036861,0.002576224410117534
True,0,-233.22505375246072,0.6312718360350745,0.9602165538440395,0.0012567596283816775,0.002636076132953516
True,0,-228.31505524707555,0.6247797307153506,0.9374767287004069,0.0012738733048759977,0.002604354883922751
True,0,-223.40505674169037,0.6626626096321423,0.9483006890929027,0.0012448950485995287,0.002664101359733638
True,0,-218.4950582363052,0.6464618150979087,0.9083470442924825,0.00124726193650349,0.0025680078502635147
True,0,-213.58505973092002,0.8041444817349591,0.9492977524183779,0.008401212617467815,0.0036935483372218998
True,0,-208.67506122553488,0.8867979076845014,0.9770062765647362,0.01164698111132788,0.005286270340488533
True,0,-203.7650627201497,0.7152331250028473,0.9084340731237295,0.00391337177705173,0.0037972931853810653
True,0,-198.85506421476452,0.6957643522325938,0.8938953869574595,0.002123266321244958,0.0031019342990141535
True,0,-193.94506570937935,0.6930343945642969,0.8650520784795248,0.00140786371976898,0.002594858729982233
True,0,-189.03506720399417,0.7091430180727267,0.8738588104483322,0.0012942130167545958,0.0025357705954579964
True,0,-184.125068698609,0.7081462850794068,0.8409888001843514,0.0013615763365706236,0.002507990338730681
True,0,-179.21507019322382,0.7144938415204927,0.8300233159966787,0.0013851508561006428,0.0025513627197164797
True,0,-174.30507168783868,0.7262302691573937,0.8233768709668478,0.001352813995945187,0.0025983639226722613
True,0,-169.3950731824535,0.7371873958517946,0.8086620009891922,0.0013388022134637565,0.002476227377319745
True,0,-164.48507467706833,0.7638247134673186,0.8085814060049048,0.0013421620579890734,0.0024721188491198466
True,0,-159.57507617168315,0.7664475030362147,0.7860927300157207,0.0013586101415310756,0.002527654136024565
True,0,-154.66507766629798,0.7690523301439576,0.7737647857087654,0.0016401056968357167,0.0027429091079604092
